code,prefName,cityName
01,北海道,
01100,北海道,札幌市
01101,北海道,札幌市中央区
01102,北海道,札幌市北区
01103,北海道,札幌市東区
01104,北海道,札幌市白石区
01105,北海道,札幌市豊平区
01106,北海道,札幌市南区
01107,北海道,札幌市西区
01108,北海道,札幌市厚別区
01109,北海道,札幌市手稲区
01110,北海道,札幌市清田区
01202,北海道,函館市
01203,北海道,小樽市
01204,北海道,旭川市
01205,北海道,室蘭市
01206,北海道,釧路市
01207,北海道,帯広市
01208,北海道,北見市
01209,北海道,夕張市
01210,北海道,岩見沢市
01211,北海道,網走市
01212,北海道,留萌市
01213,北海道,苫小牧市
01214,北海道,稚内市
01215,北海道,美唄市
01216,北海道,芦別市
01217,北海道,江別市
01218,北海道,赤平市
01219,北海道,紋別市
01220,北海道,士別市
01221,北海道,名寄市
01222,北海道,三笠市
01223,北海道,根室市
01224,北海道,千歳市
01225,北海道,滝川市
01226,北海道,砂川市
01227,北海道,歌志内市
01228,北海道,深川市
01229,北海道,富良野市
01230,北海道,登別市
01231,北海道,恵庭市
01233,北海道,伊達市
01234,北海道,北広島市
01235,北海道,石狩市
01236,北海道,北斗市
01303,北海道,当別町
01304,北海道,新篠津村
01331,北海道,松前町
01332,北海道,福島町
01333,北海道,知内町
01334,北海道,木古内町
01337,北海道,七飯町
01343,北海道,鹿部町
01345,北海道,森町
01346,北海道,八雲町
01347,北海道,長万部町
01361,北海道,江差町
01362,北海道,上ノ国町
01363,北海道,厚沢部町
01364,北海道,乙部町
01367,北海道,奥尻町
01370,北海道,今金町
01371,北海道,せたな町
01391,北海道,島牧村
01392,北海道,寿都町
01393,北海道,黒松内町
01394,北海道,蘭越町
01395,北海道,ニセコ町
01396,北海道,真狩村
01397,北海道,留寿都村
01398,北海道,喜茂別町
01399,北海道,京極町
01400,北海道,倶知安町
01401,北海道,共和町
01402,北海道,岩内町
01403,北海道,泊村
01404,北海道,神恵内村
01405,北海道,積丹町
01406,北海道,古平町
01407,北海道,仁木町
01408,北海道,余市町
01409,北海道,赤井川村
01423,北海道,南幌町
01424,北海道,奈井江町
01425,北海道,上砂川町
01427,北海道,由仁町
01428,北海道,長沼町
01429,北海道,栗山町
01430,北海道,月形町
01431,北海道,浦臼町
01432,北海道,新十津川町
01433,北海道,妹背牛町
01434,北海道,秩父別町
01436,北海道,雨竜町
01437,北海道,北竜町
01438,北海道,沼田町
01452,北海道,鷹栖町
01453,北海道,東神楽町
01454,北海道,当麻町
01455,北海道,比布町
01456,北海道,愛別町
01457,北海道,上川町
01458,北海道,東川町
01459,北海道,美瑛町
01460,北海道,上富良野町
01461,北海道,中富良野町
01462,北海道,南富良野町
01463,北海道,占冠村
01464,北海道,和寒町
01465,北海道,剣淵町
01468,北海道,下川町
01469,北海道,美深町
01470,北海道,音威子府村
01471,北海道,中川町
01472,北海道,幌加内町
01481,北海道,増毛町
01482,北海道,小平町
01483,北海道,苫前町
01484,北海道,羽幌町
01485,北海道,初山別村
01486,北海道,遠別町
01487,北海道,天塩町
01511,北海道,猿払村
01512,北海道,浜頓別町
01513,北海道,中頓別町
01514,北海道,枝幸町
01516,北海道,豊富町
01517,北海道,礼文町
01518,北海道,利尻町
01519,北海道,利尻富士町
01520,北海道,幌延町
01543,北海道,美幌町
01544,北海道,津別町
01545,北海道,斜里町
01546,北海道,清里町
01547,北海道,小清水町
01549,北海道,訓子府町
01550,北海道,置戸町
01552,北海道,佐呂間町
01555,北海道,遠軽町
01559,北海道,湧別町
01560,北海道,滝上町
01561,北海道,興部町
01562,北海道,西興部村
01563,北海道,雄武町
01564,北海道,大空町
01571,北海道,豊浦町
01575,北海道,壮瞥町
01578,北海道,白老町
01581,北海道,厚真町
01584,北海道,洞爺湖町
01585,北海道,安平町
01586,北海道,むかわ町
01601,北海道,日高町
01602,北海道,平取町
01604,北海道,新冠町
01607,北海道,浦河町
01608,北海道,様似町
01609,北海道,えりも町
01610,北海道,新ひだか町
01631,北海道,音更町
01632,北海道,士幌町
01633,北海道,上士幌町
01634,北海道,鹿追町
01635,北海道,新得町
01636,北海道,清水町
01637,北海道,芽室町
01638,北海道,中札内村
01639,北海道,更別村
01641,北海道,大樹町
01642,北海道,広尾町
01643,北海道,幕別町
01644,北海道,池田町
01645,北海道,豊頃町
01646,北海道,本別町
01647,北海道,足寄町
01648,北海道,陸別町
01649,北海道,浦幌町
01661,北海道,釧路町
01662,北海道,厚岸町
01663,北海道,浜中町
01664,北海道,標茶町
01665,北海道,弟子屈町
01667,北海道,鶴居村
01668,北海道,白糠町
01691,北海道,別海町
01692,北海道,中標津町
01693,北海道,標津町
01694,北海道,羅臼町
01695,北海道,色丹村
01696,北海道,泊村
01697,北海道,留夜別村
01698,北海道,留別村
01699,北海道,紗那村
01700,北海道,蘂取村
02,青森県,
02201,青森県,青森市
02202,青森県,弘前市
02203,青森県,八戸市
02204,青森県,黒石市
02205,青森県,五所川原市
02206,青森県,十和田市
02207,青森県,三沢市
02208,青森県,むつ市
02209,青森県,つがる市
02210,青森県,平川市
02301,青森県,平内町
02303,青森県,今別町
02304,青森県,蓬田村
02307,青森県,外ヶ浜町
02321,青森県,鰺ヶ沢町
02323,青森県,深浦町
02343,青森県,西目屋村
02361,青森県,藤崎町
02362,青森県,大鰐町
02367,青森県,田舎館村
02381,青森県,板柳町
02384,青森県,鶴田町
02387,青森県,中泊町
02401,青森県,野辺地町
02402,青森県,七戸町
02405,青森県,六戸町
02406,青森県,横浜町
02408,青森県,東北町
02411,青森県,六ヶ所村
02412,青森県,おいらせ町
02423,青森県,大間町
02424,青森県,東通村
02425,青森県,風間浦村
02426,青森県,佐井村
02441,青森県,三戸町
02442,青森県,五戸町
02443,青森県,田子町
02445,青森県,南部町
02446,青森県,階上町
02450,青森県,新郷村
03,岩手県,
03201,岩手県,盛岡市
03202,岩手県,宮古市
03203,岩手県,大船渡市
03205,岩手県,花巻市
03206,岩手県,北上市
03207,岩手県,久慈市
03208,岩手県,遠野市
03209,岩手県,一関市
03210,岩手県,陸前高田市
03211,岩手県,釜石市
03213,岩手県,二戸市
03214,岩手県,八幡平市
03215,岩手県,奥州市
03216,岩手県,滝沢市
03301,岩手県,雫石町
03302,岩手県,葛巻町
03303,岩手県,岩手町
03321,岩手県,紫波町
03322,岩手県,矢巾町
03366,岩手県,西和賀町
03381,岩手県,金ケ崎町
03402,岩手県,平泉町
03441,岩手県,住田町
03461,岩手県,大槌町
03482,岩手県,山田町
03483,岩手県,岩泉町
03484,岩手県,田野畑村
03485,岩手県,普代村
03501,岩手県,軽米町
03503,岩手県,野田村
03506,岩手県,九戸村
03507,岩手県,洋野町
03524,岩手県,一戸町
04,宮城県,
04100,宮城県,仙台市
04101,宮城県,仙台市青葉区
04102,宮城県,仙台市宮城野区
04103,宮城県,仙台市若林区
04104,宮城県,仙台市太白区
04105,宮城県,仙台市泉区
04202,宮城県,石巻市
04203,宮城県,塩竈市
04205,宮城県,気仙沼市
04206,宮城県,白石市
04207,宮城県,名取市
04208,宮城県,角田市
04209,宮城県,多賀城市
04211,宮城県,岩沼市
04212,宮城県,登米市
04213,宮城県,栗原市
04214,宮城県,東松島市
04215,宮城県,大崎市
04216,宮城県,富谷市
04301,宮城県,蔵王町
04302,宮城県,七ヶ宿町
04321,宮城県,大河原町
04322,宮城県,村田町
04323,宮城県,柴田町
04324,宮城県,川崎町
04341,宮城県,丸森町
04361,宮城県,亘理町
04362,宮城県,山元町
04401,宮城県,松島町
04404,宮城県,七ヶ浜町
04406,宮城県,利府町
04421,宮城県,大和町
04422,宮城県,大郷町
04424,宮城県,大衡村
04444,宮城県,色麻町
04445,宮城県,加美町
04501,宮城県,涌谷町
04505,宮城県,美里町
04581,宮城県,女川町
04606,宮城県,南三陸町
05,秋田県,
05201,秋田県,秋田市
05202,秋田県,能代市
05203,秋田県,横手市
05204,秋田県,大館市
05206,秋田県,男鹿市
05207,秋田県,湯沢市
05209,秋田県,鹿角市
05210,秋田県,由利本荘市
05211,秋田県,潟上市
05212,秋田県,大仙市
05213,秋田県,北秋田市
05214,秋田県,にかほ市
05215,秋田県,仙北市
05303,秋田県,小坂町
05327,秋田県,上小阿仁村
05346,秋田県,藤里町
05348,秋田県,三種町
05349,秋田県,八峰町
05361,秋田県,五城目町
05363,秋田県,八郎潟町
05366,秋田県,井川町
05368,秋田県,大潟村
05434,秋田県,美郷町
05463,秋田県,羽後町
05464,秋田県,東成瀬村
06,山形県,
06201,山形県,山形市
06202,山形県,米沢市
06203,山形県,鶴岡市
06204,山形県,酒田市
06205,山形県,新庄市
06206,山形県,寒河江市
06207,山形県,上山市
06208,山形県,村山市
06209,山形県,長井市
06210,山形県,天童市
06211,山形県,東根市
06212,山形県,尾花沢市
06213,山形県,南陽市
06301,山形県,山辺町
06302,山形県,中山町
06321,山形県,河北町
06322,山形県,西川町
06323,山形県,朝日町
06324,山形県,大江町
06341,山形県,大石田町
06361,山形県,金山町
06362,山形県,最上町
06363,山形県,舟形町
06364,山形県,真室川町
06365,山形県,大蔵村
06366,山形県,鮭川村
06367,山形県,戸沢村
06381,山形県,高畠町
06382,山形県,川西町
06401,山形県,小国町
06402,山形県,白鷹町
06403,山形県,飯豊町
06426,山形県,三川町
06428,山形県,庄内町
06461,山形県,遊佐町
07,福島県,
07201,福島県,福島市
07202,福島県,会津若松市
07203,福島県,郡山市
07204,福島県,いわき市
07205,福島県,白河市
07207,福島県,須賀川市
07208,福島県,喜多方市
07209,福島県,相馬市
07210,福島県,二本松市
07211,福島県,田村市
07212,福島県,南相馬市
07213,福島県,伊達市
07214,福島県,本宮市
07301,福島県,桑折町
07303,福島県,国見町
07308,福島県,川俣町
07322,福島県,大玉村
07342,福島県,鏡石町
07344,福島県,天栄村
07362,福島県,下郷町
07364,福島県,檜枝岐村
07367,福島県,只見町
07368,福島県,南会津町
07402,福島県,北塩原村
07405,福島県,西会津町
07407,福島県,磐梯町
07408,福島県,猪苗代町
07421,福島県,会津坂下町
07422,福島県,湯川村
07423,福島県,柳津町
07444,福島県,三島町
07445,福島県,金山町
07446,福島県,昭和村
07447,福島県,会津美里町
07461,福島県,西郷村
07464,福島県,泉崎村
07465,福島県,中島村
07466,福島県,矢吹町
07481,福島県,棚倉町
07482,福島県,矢祭町
07483,福島県,塙町
07484,福島県,鮫川村
07501,福島県,石川町
07502,福島県,玉川村
07503,福島県,平田村
07504,福島県,浅川町
07505,福島県,古殿町
07521,福島県,三春町
07522,福島県,小野町
07541,福島県,広野町
07542,福島県,楢葉町
07543,福島県,富岡町
07544,福島県,川内村
07545,福島県,大熊町
07546,福島県,双葉町
07547,福島県,浪江町
07548,福島県,葛尾村
07561,福島県,新地町
07564,福島県,飯舘村
08,茨城県,
08201,茨城県,水戸市
08202,茨城県,日立市
08203,茨城県,土浦市
08204,茨城県,古河市
08205,茨城県,石岡市
08207,茨城県,結城市
08208,茨城県,龍ケ崎市
08210,茨城県,下妻市
08211,茨城県,常総市
08212,茨城県,常陸太田市
08214,茨城県,高萩市
08215,茨城県,北茨城市
08216,茨城県,笠間市
08217,茨城県,取手市
08219,茨城県,牛久市
08220,茨城県,つくば市
08221,茨城県,ひたちなか市
08222,茨城県,鹿嶋市
08223,茨城県,潮来市
08224,茨城県,守谷市
08225,茨城県,常陸大宮市
08226,茨城県,那珂市
08227,茨城県,筑西市
08228,茨城県,坂東市
08229,茨城県,稲敷市
08230,茨城県,かすみがうら市
08231,茨城県,桜川市
08232,茨城県,神栖市
08233,茨城県,行方市
08234,茨城県,鉾田市
08235,茨城県,つくばみらい市
08236,茨城県,小美玉市
08302,茨城県,茨城町
08309,茨城県,大洗町
08310,茨城県,城里町
08341,茨城県,東海村
08364,茨城県,大子町
08442,茨城県,美浦村
08443,茨城県,阿見町
08447,茨城県,河内町
08521,茨城県,八千代町
08542,茨城県,五霞町
08546,茨城県,境町
08564,茨城県,利根町
09,栃木県,
09201,栃木県,宇都宮市
09202,栃木県,足利市
09203,栃木県,栃木市
09204,栃木県,佐野市
09205,栃木県,鹿沼市
09206,栃木県,日光市
09208,栃木県,小山市
09209,栃木県,真岡市
09210,栃木県,大田原市
09211,栃木県,矢板市
09213,栃木県,那須塩原市
09214,栃木県,さくら市
09215,栃木県,那須烏山市
09216,栃木県,下野市
09301,栃木県,上三川町
09342,栃木県,益子町
09343,栃木県,茂木町
09344,栃木県,市貝町
09345,栃木県,芳賀町
09361,栃木県,壬生町
09364,栃木県,野木町
09384,栃木県,塩谷町
09386,栃木県,高根沢町
09407,栃木県,那須町
09411,栃木県,那珂川町
10,群馬県,
10201,群馬県,前橋市
10202,群馬県,高崎市
10203,群馬県,桐生市
10204,群馬県,伊勢崎市
10205,群馬県,太田市
10206,群馬県,沼田市
10207,群馬県,館林市
10208,群馬県,渋川市
10209,群馬県,藤岡市
10210,群馬県,富岡市
10211,群馬県,安中市
10212,群馬県,みどり市
10344,群馬県,榛東村
10345,群馬県,吉岡町
10366,群馬県,上野村
10367,群馬県,神流町
10382,群馬県,下仁田町
10383,群馬県,南牧村
10384,群馬県,甘楽町
10421,群馬県,中之条町
10424,群馬県,長野原町
10425,群馬県,嬬恋村
10426,群馬県,草津町
10428,群馬県,高山村
10429,群馬県,東吾妻町
10443,群馬県,片品村
10444,群馬県,川場村
10448,群馬県,昭和村
10449,群馬県,みなかみ町
10464,群馬県,玉村町
10521,群馬県,板倉町
10522,群馬県,明和町
10523,群馬県,千代田町
10524,群馬県,大泉町
10525,群馬県,邑楽町
11,埼玉県,
11100,埼玉県,さいたま市
11101,埼玉県,さいたま市西区
11102,埼玉県,さいたま市北区
11103,埼玉県,さいたま市大宮区
11104,埼玉県,さいたま市見沼区
11105,埼玉県,さいたま市中央区
11106,埼玉県,さいたま市桜区
11107,埼玉県,さいたま市浦和区
11108,埼玉県,さいたま市南区
11109,埼玉県,さいたま市緑区
11110,埼玉県,さいたま市岩槻区
11201,埼玉県,川越市
11202,埼玉県,熊谷市
11203,埼玉県,川口市
11206,埼玉県,行田市
11207,埼玉県,秩父市
11208,埼玉県,所沢市
11209,埼玉県,飯能市
11210,埼玉県,加須市
11211,埼玉県,本庄市
11212,埼玉県,東松山市
11214,埼玉県,春日部市
11215,埼玉県,狭山市
11216,埼玉県,羽生市
11217,埼玉県,鴻巣市
11218,埼玉県,深谷市
11219,埼玉県,上尾市
11221,埼玉県,草加市
11222,埼玉県,越谷市
11223,埼玉県,蕨市
11224,埼玉県,戸田市
11225,埼玉県,入間市
11227,埼玉県,朝霞市
11228,埼玉県,志木市
11229,埼玉県,和光市
11230,埼玉県,新座市
11231,埼玉県,桶川市
11232,埼玉県,久喜市
11233,埼玉県,北本市
11234,埼玉県,八潮市
11235,埼玉県,富士見市
11237,埼玉県,三郷市
11238,埼玉県,蓮田市
11239,埼玉県,坂戸市
11240,埼玉県,幸手市
11241,埼玉県,鶴ヶ島市
11242,埼玉県,日高市
11243,埼玉県,吉川市
11245,埼玉県,ふじみ野市
11246,埼玉県,白岡市
11301,埼玉県,伊奈町
11324,埼玉県,三芳町
11326,埼玉県,毛呂山町
11327,埼玉県,越生町
11341,埼玉県,滑川町
11342,埼玉県,嵐山町
11343,埼玉県,小川町
11346,埼玉県,川島町
11347,埼玉県,吉見町
11348,埼玉県,鳩山町
11349,埼玉県,ときがわ町
11361,埼玉県,横瀬町
11362,埼玉県,皆野町
11363,埼玉県,長瀞町
11365,埼玉県,小鹿野町
11369,埼玉県,東秩父村
11381,埼玉県,美里町
11383,埼玉県,神川町
11385,埼玉県,上里町
11408,埼玉県,寄居町
11442,埼玉県,宮代町
11464,埼玉県,杉戸町
11465,埼玉県,松伏町
12,千葉県,
12100,千葉県,千葉市
12101,千葉県,千葉市中央区
12102,千葉県,千葉市花見川区
12103,千葉県,千葉市稲毛区
12104,千葉県,千葉市若葉区
12105,千葉県,千葉市緑区
12106,千葉県,千葉市美浜区
12202,千葉県,銚子市
12203,千葉県,市川市
12204,千葉県,船橋市
12205,千葉県,館山市
12206,千葉県,木更津市
12207,千葉県,松戸市
12208,千葉県,野田市
12210,千葉県,茂原市
12211,千葉県,成田市
12212,千葉県,佐倉市
12213,千葉県,東金市
12215,千葉県,旭市
12216,千葉県,習志野市
12217,千葉県,柏市
12218,千葉県,勝浦市
12219,千葉県,市原市
12220,千葉県,流山市
12221,千葉県,八千代市
12222,千葉県,我孫子市
12223,千葉県,鴨川市
12224,千葉県,鎌ケ谷市
12225,千葉県,君津市
12226,千葉県,富津市
12227,千葉県,浦安市
12228,千葉県,四街道市
12229,千葉県,袖ケ浦市
12230,千葉県,八街市
12231,千葉県,印西市
12232,千葉県,白井市
12233,千葉県,富里市
12234,千葉県,南房総市
12235,千葉県,匝瑳市
12236,千葉県,香取市
12237,千葉県,山武市
12238,千葉県,いすみ市
12239,千葉県,大網白里市
12322,千葉県,酒々井町
12329,千葉県,栄町
12342,千葉県,神崎町
12347,千葉県,多古町
12349,千葉県,東庄町
12403,千葉県,九十九里町
12409,千葉県,芝山町
12410,千葉県,横芝光町
12421,千葉県,一宮町
12422,千葉県,睦沢町
12423,千葉県,長生村
12424,千葉県,白子町
12426,千葉県,長柄町
12427,千葉県,長南町
12441,千葉県,大多喜町
12443,千葉県,御宿町
12463,千葉県,鋸南町
13,東京都,
13101,東京都,千代田区
13102,東京都,中央区
13103,東京都,港区
13104,東京都,新宿区
13105,東京都,文京区
13106,東京都,台東区
13107,東京都,墨田区
13108,東京都,江東区
13109,東京都,品川区
13110,東京都,目黒区
13111,東京都,大田区
13112,東京都,世田谷区
13113,東京都,渋谷区
13114,東京都,中野区
13115,東京都,杉並区
13116,東京都,豊島区
13117,東京都,北区
13118,東京都,荒川区
13119,東京都,板橋区
13120,東京都,練馬区
13121,東京都,足立区
13122,東京都,葛飾区
13123,東京都,江戸川区
13201,東京都,八王子市
13202,東京都,立川市
13203,東京都,武蔵野市
13204,東京都,三鷹市
13205,東京都,青梅市
13206,東京都,府中市
13207,東京都,昭島市
13208,東京都,調布市
13209,東京都,町田市
13210,東京都,小金井市
13211,東京都,小平市
13212,東京都,日野市
13213,東京都,東村山市
13214,東京都,国分寺市
13215,東京都,国立市
13218,東京都,福生市
13219,東京都,狛江市
13220,東京都,東大和市
13221,東京都,清瀬市
13222,東京都,東久留米市
13223,東京都,武蔵村山市
13224,東京都,多摩市
13225,東京都,稲城市
13227,東京都,羽村市
13228,東京都,あきる野市
13229,東京都,西東京市
13303,東京都,瑞穂町
13305,東京都,日の出町
13307,東京都,檜原村
13308,東京都,奥多摩町
13361,東京都,大島町
13362,東京都,利島村
13363,東京都,新島村
13364,東京都,神津島村
13381,東京都,三宅村
13382,東京都,御蔵島村
13401,東京都,八丈町
13402,東京都,青ヶ島村
13421,東京都,小笠原村
14,神奈川県,
14100,神奈川県,横浜市
14101,神奈川県,横浜市鶴見区
14102,神奈川県,横浜市神奈川区
14103,神奈川県,横浜市西区
14104,神奈川県,横浜市中区
14105,神奈川県,横浜市南区
14106,神奈川県,横浜市保土ケ谷区
14107,神奈川県,横浜市磯子区
14108,神奈川県,横浜市金沢区
14109,神奈川県,横浜市港北区
14110,神奈川県,横浜市戸塚区
14111,神奈川県,横浜市港南区
14112,神奈川県,横浜市旭区
14113,神奈川県,横浜市緑区
14114,神奈川県,横浜市瀬谷区
14115,神奈川県,横浜市栄区
14116,神奈川県,横浜市泉区
14117,神奈川県,横浜市青葉区
14118,神奈川県,横浜市都筑区
14130,神奈川県,川崎市
14131,神奈川県,川崎市川崎区
14132,神奈川県,川崎市幸区
14133,神奈川県,川崎市中原区
14134,神奈川県,川崎市高津区
14135,神奈川県,川崎市多摩区
14136,神奈川県,川崎市宮前区
14137,神奈川県,川崎市麻生区
14150,神奈川県,相模原市
14151,神奈川県,相模原市緑区
14152,神奈川県,相模原市中央区
14153,神奈川県,相模原市南区
14201,神奈川県,横須賀市
14203,神奈川県,平塚市
14204,神奈川県,鎌倉市
14205,神奈川県,藤沢市
14206,神奈川県,小田原市
14207,神奈川県,茅ヶ崎市
14208,神奈川県,逗子市
14210,神奈川県,三浦市
14211,神奈川県,秦野市
14212,神奈川県,厚木市
14213,神奈川県,大和市
14214,神奈川県,伊勢原市
14215,神奈川県,海老名市
14216,神奈川県,座間市
14217,神奈川県,南足柄市
14218,神奈川県,綾瀬市
14301,神奈川県,葉山町
14321,神奈川県,寒川町
14341,神奈川県,大磯町
14342,神奈川県,二宮町
14361,神奈川県,中井町
14362,神奈川県,大井町
14363,神奈川県,松田町
14364,神奈川県,山北町
14366,神奈川県,開成町
14382,神奈川県,箱根町
14383,神奈川県,真鶴町
14384,神奈川県,湯河原町
14401,神奈川県,愛川町
14402,神奈川県,清川村
15,新潟県,
15100,新潟県,新潟市
15101,新潟県,新潟市北区
15102,新潟県,新潟市東区
15103,新潟県,新潟市中央区
15104,新潟県,新潟市江南区
15105,新潟県,新潟市秋葉区
15106,新潟県,新潟市南区
15107,新潟県,新潟市西区
15108,新潟県,新潟市西蒲区
15202,新潟県,長岡市
15204,新潟県,三条市
15205,新潟県,柏崎市
15206,新潟県,新発田市
15208,新潟県,小千谷市
15209,新潟県,加茂市
15210,新潟県,十日町市
15211,新潟県,見附市
15212,新潟県,村上市
15213,新潟県,燕市
15216,新潟県,糸魚川市
15217,新潟県,妙高市
15218,新潟県,五泉市
15222,新潟県,上越市
15223,新潟県,阿賀野市
15224,新潟県,佐渡市
15225,新潟県,魚沼市
15226,新潟県,南魚沼市
15227,新潟県,胎内市
15307,新潟県,聖籠町
15342,新潟県,弥彦村
15361,新潟県,田上町
15385,新潟県,阿賀町
15405,新潟県,出雲崎町
15461,新潟県,湯沢町
15482,新潟県,津南町
15504,新潟県,刈羽村
15581,新潟県,関川村
15586,新潟県,粟島浦村
16,富山県,
16201,富山県,富山市
16202,富山県,高岡市
16204,富山県,魚津市
16205,富山県,氷見市
16206,富山県,滑川市
16207,富山県,黒部市
16208,富山県,砺波市
16209,富山県,小矢部市
16210,富山県,南砺市
16211,富山県,射水市
16321,富山県,舟橋村
16322,富山県,上市町
16323,富山県,立山町
16342,富山県,入善町
16343,富山県,朝日町
17,石川県,
17201,石川県,金沢市
17202,石川県,七尾市
17203,石川県,小松市
17204,石川県,輪島市
17205,石川県,珠洲市
17206,石川県,加賀市
17207,石川県,羽咋市
17209,石川県,かほく市
17210,石川県,白山市
17211,石川県,能美市
17212,石川県,野々市市
17324,石川県,川北町
17361,石川県,津幡町
17365,石川県,内灘町
17384,石川県,志賀町
17386,石川県,宝達志水町
17407,石川県,中能登町
17461,石川県,穴水町
17463,石川県,能登町
18,福井県,
18201,福井県,福井市
18202,福井県,敦賀市
18204,福井県,小浜市
18205,福井県,大野市
18206,福井県,勝山市
18207,福井県,鯖江市
18208,福井県,あわら市
18209,福井県,越前市
18210,福井県,坂井市
18322,福井県,永平寺町
18382,福井県,池田町
18404,福井県,南越前町
18423,福井県,越前町
18442,福井県,美浜町
18481,福井県,高浜町
18483,福井県,おおい町
18501,福井県,若狭町
19,山梨県,
19201,山梨県,甲府市
19202,山梨県,富士吉田市
19204,山梨県,都留市
19205,山梨県,山梨市
19206,山梨県,大月市
19207,山梨県,韮崎市
19208,山梨県,南アルプス市
19209,山梨県,北杜市
19210,山梨県,甲斐市
19211,山梨県,笛吹市
19212,山梨県,上野原市
19213,山梨県,甲州市
19214,山梨県,中央市
19346,山梨県,市川三郷町
19364,山梨県,早川町
19365,山梨県,身延町
19366,山梨県,南部町
19368,山梨県,富士川町
19384,山梨県,昭和町
19422,山梨県,道志村
19423,山梨県,西桂町
19424,山梨県,忍野村
19425,山梨県,山中湖村
19429,山梨県,鳴沢村
19430,山梨県,富士河口湖町
19442,山梨県,小菅村
19443,山梨県,丹波山村
20,長野県,
20201,長野県,長野市
20202,長野県,松本市
20203,長野県,上田市
20204,長野県,岡谷市
20205,長野県,飯田市
20206,長野県,諏訪市
20207,長野県,須坂市
20208,長野県,小諸市
20209,長野県,伊那市
20210,長野県,駒ヶ根市
20211,長野県,中野市
20212,長野県,大町市
20213,長野県,飯山市
20214,長野県,茅野市
20215,長野県,塩尻市
20217,長野県,佐久市
20218,長野県,千曲市
20219,長野県,東御市
20220,長野県,安曇野市
20303,長野県,小海町
20304,長野県,川上村
20305,長野県,南牧村
20306,長野県,南相木村
20307,長野県,北相木村
20309,長野県,佐久穂町
20321,長野県,軽井沢町
20323,長野県,御代田町
20324,長野県,立科町
20349,長野県,青木村
20350,長野県,長和町
20361,長野県,下諏訪町
20362,長野県,富士見町
20363,長野県,原村
20382,長野県,辰野町
20383,長野県,箕輪町
20384,長野県,飯島町
20385,長野県,南箕輪村
20386,長野県,中川村
20388,長野県,宮田村
20402,長野県,松川町
20403,長野県,高森町
20404,長野県,阿南町
20407,長野県,阿智村
20409,長野県,平谷村
20410,長野県,根羽村
20411,長野県,下條村
20412,長野県,売木村
20413,長野県,天龍村
20414,長野県,泰阜村
20415,長野県,喬木村
20416,長野県,豊丘村
20417,長野県,大鹿村
20422,長野県,上松町
20423,長野県,南木曽町
20425,長野県,木祖村
20429,長野県,王滝村
20430,長野県,大桑村
20432,長野県,木曽町
20446,長野県,麻績村
20448,長野県,生坂村
20450,長野県,山形村
20451,長野県,朝日村
